individual,height_cm,sla,ldmc,species_full,lma,treatment,block,plot,vwc,sample_id,c,n,pH,doc_mg_g,tdn_mg_g,din_mg_g,don_mg_g,nh4_mg_g,nh4_n_mg_g,no3_mg_g,no3_n_mg_g,na_mg_g,k_mg_g,mg_mg_g,ca_mg_g,cl_mg_g,po4_mg_g,so4_mg_g,percent_clay_0to5,percent_clay_5to15,percent_silt_plus_clay_0to5,percent_silt_plus_clay_5to15,percent_silt_0to5,percent_silt_5to15,sand,percent_sand_5to15,shannon_bacteria_15,shannon_bacteria_5,species_richness_bacteria_15,species_richness_bacteria_5,simpson_bacteria_15,simpson_bacteria_5,shannon_fungi_5,shannon_fungi_15,species_richness_fungi_5,species_richness_fungi_15,simpson_fungi_5,simpson_fungi_15,latitude,longitude,slope,aspect,TPI,TRI,flowdir,twi,elevation,Aspect,amf_5,amf_15,EMF,ectomycorrhizae_15,other_5,other_15,PPF,plant_pathogen_15,unassigned_5,unassigned_15,litter_duff,rock,bare,mulch,biochar,nitrifiers,pcaf,Proteobacteria,Verrucomicrobiota,Chloroflexi,total_c,total_n,DOC,TDN,ammonium,nitrate,potassium,calcium,phosphate,sulfate,cations,DIN,DON
1,14,0.11816459870465496,227.72894965277777,Oreochrysum parryi,0.0084627715150071,m,b5,b5b,14.4,CP_B5_M_B_5,1.12,0.07,6.17,95.37,5.01,2.27,2.74,0.99,0.77,6.66,1.5,2.99,44.06,3.44,14.04,18.27,10.79,19.04,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.59617588784996,5.24999237123674,0.994092098156003,0.991340376032783,0.915022007097285,0.904840617095399,3.4730005434817,3.45202611264562,221,184,0.928280145228969,0.906028632865205,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0.00687959,0,0.020638768999999998,0.078534031,82.55679961600006,66.25072715999997,0.23562595599999997,0.511925537,17.186935651,33.158813261000006,50,5.5,10,20.5,0,1.347427111,-0.16746284313811982,0,2.067603671,0,1.116,0.07020000000000001,15.93,0.8366,0.165,1.112,7.359999999999999,2.3449999999999998,1.802,3.1805,383.4708212639471,1.2770000000000001,-0.4404000000000001
2,14,0.10334387079849572,416.8879447689857,Vaccinium sp,0.00967643259608344,m,b5,b5b,14.4,CP_B5_M_B_5,1.12,0.07,6.17,95.37,5.01,2.27,2.74,0.99,0.77,6.66,1.5,2.99,44.06,3.44,14.04,18.27,10.79,19.04,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.59617588784996,5.24999237123674,0.994092098156003,0.991340376032783,0.915022007097285,0.904840617095399,3.4730005434817,3.45202611264562,221,184,0.928280145228969,0.906028632865205,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0.00687959,0,0.020638768999999998,0.078534031,82.55679961600006,66.25072715999997,0.23562595599999997,0.511925537,17.186935651,33.158813261000006,50,5.5,10,20.5,0,1.347427111,-0.16746284313811982,0,2.067603671,0,1.116,0.07020000000000001,15.93,0.8366,0.165,1.112,7.359999999999999,2.3449999999999998,1.802,3.1805,383.4708212639471,1.2770000000000001,-0.4404000000000001
4,15,0.1199359314848062,219.86137470088295,Oreochrysum parryi,0.00833778491249457,m,b5,b5b,14.4,CP_B5_M_B_5,1.12,0.07,6.17,95.37,5.01,2.27,2.74,0.99,0.77,6.66,1.5,2.99,44.06,3.44,14.04,18.27,10.79,19.04,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.59617588784996,5.24999237123674,0.994092098156003,0.991340376032783,0.915022007097285,0.904840617095399,3.4730005434817,3.45202611264562,221,184,0.928280145228969,0.906028632865205,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0.00687959,0,0.020638768999999998,0.078534031,82.55679961600006,66.25072715999997,0.23562595599999997,0.511925537,17.186935651,33.158813261000006,50,5.5,10,20.5,0,1.347427111,-0.16746284313811982,0,2.067603671,0,1.116,0.07020000000000001,15.93,0.8366,0.165,1.112,7.359999999999999,2.3449999999999998,1.802,3.1805,383.4708212639471,1.2770000000000001,-0.4404000000000001
1,13,0.08903536884209139,366.607460035524,Vaccinium sp,0.01123149163085458,m,b5,b5b,14.4,CP_B5_M_B_5,1.12,0.07,6.17,95.37,5.01,2.27,2.74,0.99,0.77,6.66,1.5,2.99,44.06,3.44,14.04,18.27,10.79,19.04,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.59617588784996,5.24999237123674,0.994092098156003,0.991340376032783,0.915022007097285,0.904840617095399,3.4730005434817,3.45202611264562,221,184,0.928280145228969,0.906028632865205,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0.00687959,0,0.020638768999999998,0.078534031,82.55679961600006,66.25072715999997,0.23562595599999997,0.511925537,17.186935651,33.158813261000006,50,5.5,10,20.5,0,1.347427111,-0.16746284313811982,0,2.067603671,0,1.116,0.07020000000000001,15.93,0.8366,0.165,1.112,7.359999999999999,2.3449999999999998,1.802,3.1805,383.4708212639471,1.2770000000000001,-0.4404000000000001
4,18,0.12370916834775836,356.4679048550016,Vaccinium sp,0.00808347524565765,m,b5,b5b,14.4,CP_B5_M_B_5,1.12,0.07,6.17,95.37,5.01,2.27,2.74,0.99,0.77,6.66,1.5,2.99,44.06,3.44,14.04,18.27,10.79,19.04,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.59617588784996,5.24999237123674,0.994092098156003,0.991340376032783,0.915022007097285,0.904840617095399,3.4730005434817,3.45202611264562,221,184,0.928280145228969,0.906028632865205,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0.00687959,0,0.020638768999999998,0.078534031,82.55679961600006,66.25072715999997,0.23562595599999997,0.511925537,17.186935651,33.158813261000006,50,5.5,10,20.5,0,1.347427111,-0.16746284313811982,0,2.067603671,0,1.116,0.07020000000000001,15.93,0.8366,0.165,1.112,7.359999999999999,2.3449999999999998,1.802,3.1805,383.4708212639471,1.2770000000000001,-0.4404000000000001
3,16,0.08710414225419874,411.51115618661265,Vaccinium sp,0.01148051027334232,m,b5,b5b,14.4,CP_B5_M_B_5,1.12,0.07,6.17,95.37,5.01,2.27,2.74,0.99,0.77,6.66,1.5,2.99,44.06,3.44,14.04,18.27,10.79,19.04,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.59617588784996,5.24999237123674,0.994092098156003,0.991340376032783,0.915022007097285,0.904840617095399,3.4730005434817,3.45202611264562,221,184,0.928280145228969,0.906028632865205,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0.00687959,0,0.020638768999999998,0.078534031,82.55679961600006,66.25072715999997,0.23562595599999997,0.511925537,17.186935651,33.158813261000006,50,5.5,10,20.5,0,1.347427111,-0.16746284313811982,0,2.067603671,0,1.116,0.07020000000000001,15.93,0.8366,0.165,1.112,7.359999999999999,2.3449999999999998,1.802,3.1805,383.4708212639471,1.2770000000000001,-0.4404000000000001
2,15,0.13143533215624256,246.7361636357657,Oreochrysum parryi,0.00760830427857297,0,b5,b5c,7.2,CP_B5_CTL_C_5,0.71,0.07,6.12,53.81,6.47,1.57,4.91,0.54,0.42,5.07,1.15,2.48,22.33,3.05,12.59,15.56,2.75,4.25,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.4783336919882,5.65991085167291,0.99124684777859,0.992488132196423,0.878449170266262,0.903100324911448,3.55524362179817,3.5364247974484,220,73,0.922290542477308,0.949921987020423,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.032813782,0.5729291,65.56740497300004,79.541656719,0.47579983600000003,0.6206731919999999,33.92398140900001,19.264740989000003,44,7.5,40.5,0,0,2.222875624,0.550046881872879,0.611584828,2.1993531319999997,0.10585122,0.7114,0.07150000000000001,9.446,1.136,0.095,0.89,3.92,2.21,0.4835,0.7464999999999999,278.7514492293581,0.985,0.1509999999999999
4,17,0.13522856075757808,246.6507381175868,Oreochrysum parryi,0.0073948875474071,0,b5,b5c,7.2,CP_B5_CTL_C_5,0.71,0.07,6.12,53.81,6.47,1.57,4.91,0.54,0.42,5.07,1.15,2.48,22.33,3.05,12.59,15.56,2.75,4.25,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.4783336919882,5.65991085167291,0.99124684777859,0.992488132196423,0.878449170266262,0.903100324911448,3.55524362179817,3.5364247974484,220,73,0.922290542477308,0.949921987020423,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.032813782,0.5729291,65.56740497300004,79.541656719,0.47579983600000003,0.6206731919999999,33.92398140900001,19.264740989000003,44,7.5,40.5,0,0,2.222875624,0.550046881872879,0.611584828,2.1993531319999997,0.10585122,0.7114,0.07150000000000001,9.446,1.136,0.095,0.89,3.92,2.21,0.4835,0.7464999999999999,278.7514492293581,0.985,0.1509999999999999
1,17,0.1272023380609929,235.82669700417145,Oreochrysum parryi,0.0078614907182013,0,b5,b5c,7.2,CP_B5_CTL_C_5,0.71,0.07,6.12,53.81,6.47,1.57,4.91,0.54,0.42,5.07,1.15,2.48,22.33,3.05,12.59,15.56,2.75,4.25,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.4783336919882,5.65991085167291,0.99124684777859,0.992488132196423,0.878449170266262,0.903100324911448,3.55524362179817,3.5364247974484,220,73,0.922290542477308,0.949921987020423,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.032813782,0.5729291,65.56740497300004,79.541656719,0.47579983600000003,0.6206731919999999,33.92398140900001,19.264740989000003,44,7.5,40.5,0,0,2.222875624,0.550046881872879,0.611584828,2.1993531319999997,0.10585122,0.7114,0.07150000000000001,9.446,1.136,0.095,0.89,3.92,2.21,0.4835,0.7464999999999999,278.7514492293581,0.985,0.1509999999999999
2,14,0.10745121634539186,326.6144083613288,Vaccinium sp,0.00930654890667401,0,b5,b5c,7.2,CP_B5_CTL_C_5,0.71,0.07,6.12,53.81,6.47,1.57,4.91,0.54,0.42,5.07,1.15,2.48,22.33,3.05,12.59,15.56,2.75,4.25,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.4783336919882,5.65991085167291,0.99124684777859,0.992488132196423,0.878449170266262,0.903100324911448,3.55524362179817,3.5364247974484,220,73,0.922290542477308,0.949921987020423,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.032813782,0.5729291,65.56740497300004,79.541656719,0.47579983600000003,0.6206731919999999,33.92398140900001,19.264740989000003,44,7.5,40.5,0,0,2.222875624,0.550046881872879,0.611584828,2.1993531319999997,0.10585122,0.7114,0.07150000000000001,9.446,1.136,0.095,0.89,3.92,2.21,0.4835,0.7464999999999999,278.7514492293581,0.985,0.1509999999999999
1,16,0.08850405504714715,355.0986385106974,Vaccinium sp,0.01129891731477488,0,b5,b5c,7.2,CP_B5_CTL_C_5,0.71,0.07,6.12,53.81,6.47,1.57,4.91,0.54,0.42,5.07,1.15,2.48,22.33,3.05,12.59,15.56,2.75,4.25,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.4783336919882,5.65991085167291,0.99124684777859,0.992488132196423,0.878449170266262,0.903100324911448,3.55524362179817,3.5364247974484,220,73,0.922290542477308,0.949921987020423,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.032813782,0.5729291,65.56740497300004,79.541656719,0.47579983600000003,0.6206731919999999,33.92398140900001,19.264740989000003,44,7.5,40.5,0,0,2.222875624,0.550046881872879,0.611584828,2.1993531319999997,0.10585122,0.7114,0.07150000000000001,9.446,1.136,0.095,0.89,3.92,2.21,0.4835,0.7464999999999999,278.7514492293581,0.985,0.1509999999999999
3,4,0.1960731730560615,125.12363996043524,Vaccinium sp,0.00510013677247972,0,b5,b5c,7.2,CP_B5_CTL_C_5,0.71,0.07,6.12,53.81,6.47,1.57,4.91,0.54,0.42,5.07,1.15,2.48,22.33,3.05,12.59,15.56,2.75,4.25,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.4783336919882,5.65991085167291,0.99124684777859,0.992488132196423,0.878449170266262,0.903100324911448,3.55524362179817,3.5364247974484,220,73,0.922290542477308,0.949921987020423,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.032813782,0.5729291,65.56740497300004,79.541656719,0.47579983600000003,0.6206731919999999,33.92398140900001,19.264740989000003,44,7.5,40.5,0,0,2.222875624,0.550046881872879,0.611584828,2.1993531319999997,0.10585122,0.7114,0.07150000000000001,9.446,1.136,0.095,0.89,3.92,2.21,0.4835,0.7464999999999999,278.7514492293581,0.985,0.1509999999999999
4,14,0.1556389069386521,336.0576923076924,Vaccinium sp,0.00642512864983155,0,b5,b5c,7.2,CP_B5_CTL_C_5,0.71,0.07,6.12,53.81,6.47,1.57,4.91,0.54,0.42,5.07,1.15,2.48,22.33,3.05,12.59,15.56,2.75,4.25,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.4783336919882,5.65991085167291,0.99124684777859,0.992488132196423,0.878449170266262,0.903100324911448,3.55524362179817,3.5364247974484,220,73,0.922290542477308,0.949921987020423,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.032813782,0.5729291,65.56740497300004,79.541656719,0.47579983600000003,0.6206731919999999,33.92398140900001,19.264740989000003,44,7.5,40.5,0,0,2.222875624,0.550046881872879,0.611584828,2.1993531319999997,0.10585122,0.7114,0.07150000000000001,9.446,1.136,0.095,0.89,3.92,2.21,0.4835,0.7464999999999999,278.7514492293581,0.985,0.1509999999999999
4,14,0.0939933524988968,380.0870717395419,Vaccinium sp,0.01063905024572601,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
1,12,0.11427759524750272,341.84138559708293,Vaccinium sp,0.00875062165802664,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
3,13,0.10943416716522704,312.5253344142684,Vaccinium sp,0.00913791392490948,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
3,14,0.1332320814452761,227.80385175594753,Oreochrysum parryi,0.00750569974702933,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
4,13,0.1398533454824405,203.17654821378073,Oreochrysum parryi,0.00715034736244873,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
2,12,0.13552963393973053,214.187643020595,Oreochrysum parryi,0.00737846012662216,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
2,13,0.12534952439430827,314.7840531561461,Vaccinium sp,0.00797769281400964,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
1,16,0.13143090621337858,230.13750954927423,Oreochrysum parryi,0.0076085604886304,bm,b5,b5d,14.9,CP_B5_BM_D_5,1.18,0.08,6.14,95.71,5.99,2.19,3.8,1.04,0.81,6.13,1.38,2.66,42.95,3.7,15.33,21,4.86,9.8,5.12,1.12,18.7,17.6,13.6,16.5,81.3,82.4,5.35650223298846,5.92097443092913,0.992474373923092,0.995466232544886,0.904983661621392,0.910948988619738,4.42227230939578,3.80905112556989,277,292,0.976318461599053,0.940387550360639,39.938227,-105.9513,20.14680408746694,183.29078439890176,-0.625,8.625,4,7.192113854915831,2908,138.29078439890176,0,0,0.9853450800000001,0.022424158,69.80293099900001,84.48034683399996,2.4424867430000003,0.103578256,26.769237202000017,15.393650755999994,8.5,6,31,27.75,16.75,1.725926624,-0.02510798838580972,0.122606809,3.164198811,0.169763274,1.1846,0.07680000000000001,14.73,0.9223,0.16,0.943,6.61,2.36,0.7484999999999999,1.5085,360.43349389647534,1.103,-0.18069999999999997
3,10,0.12405272685955226,201.1894119018929,Oreochrysum parryi,0.00806108842034695,0,b6,b6a,7.5,CP_B6_CTL_A_5,1.17,0.08,6.1,57.3,6.95,2.03,4.91,0.98,0.76,5.63,1.27,3.36,15.31,2.13,9.47,16.85,1.35,5.97,7.11,5.12,19.7,30.1,12.6,25,80.3,69.9,5.15589276358711,4.94076664845765,0.98702909565458,0.984764402078198,0.873490266524153,0.865218421218692,3.72383205304594,3.6672912833639,180,233,0.945441342138314,0.939135521313908,39.938057,-105.951635,18.48870828983015,183.61101009958776,-0.25,7.75,4,7.211342372066659,2897,138.61101009958776,0,0,0.808936826,1.5418287270000002,72.01848998499996,77.10816500200002,0.100154083,0.29972258300000004,27.072419108,21.050283692000004,25,11.5,55,0,0,5.130488999000001,0.439539744774706,0.16923488,0.605682729,0,1.1676,0.08250000000000002,10.5,1.273,0.18,1.032,2.805,1.7349999999999999,0.247,1.0945,227.14105430462178,1.212,0.06099999999999994
3,20,0.11251897363649616,332.36874741628776,Vaccinium sp,0.00888738999015935,0,b6,b6a,7.5,CP_B6_CTL_A_5,1.17,0.08,6.1,57.3,6.95,2.03,4.91,0.98,0.76,5.63,1.27,3.36,15.31,2.13,9.47,16.85,1.35,5.97,7.11,5.12,19.7,30.1,12.6,25,80.3,69.9,5.15589276358711,4.94076664845765,0.98702909565458,0.984764402078198,0.873490266524153,0.865218421218692,3.72383205304594,3.6672912833639,180,233,0.945441342138314,0.939135521313908,39.938057,-105.951635,18.48870828983015,183.61101009958776,-0.25,7.75,4,7.211342372066659,2897,138.61101009958776,0,0,0.808936826,1.5418287270000002,72.01848998499996,77.10816500200002,0.100154083,0.29972258300000004,27.072419108,21.050283692000004,25,11.5,55,0,0,5.130488999000001,0.439539744774706,0.16923488,0.605682729,0,1.1676,0.08250000000000002,10.5,1.273,0.18,1.032,2.805,1.7349999999999999,0.247,1.0945,227.14105430462178,1.212,0.06099999999999994
2,13,0.10838374223734712,371.1879175137961,Vaccinium sp,0.00922647603189528,0,b6,b6a,7.5,CP_B6_CTL_A_5,1.17,0.08,6.1,57.3,6.95,2.03,4.91,0.98,0.76,5.63,1.27,3.36,15.31,2.13,9.47,16.85,1.35,5.97,7.11,5.12,19.7,30.1,12.6,25,80.3,69.9,5.15589276358711,4.94076664845765,0.98702909565458,0.984764402078198,0.873490266524153,0.865218421218692,3.72383205304594,3.6672912833639,180,233,0.945441342138314,0.939135521313908,39.938057,-105.951635,18.48870828983015,183.61101009958776,-0.25,7.75,4,7.211342372066659,2897,138.61101009958776,0,0,0.808936826,1.5418287270000002,72.01848998499996,77.10816500200002,0.100154083,0.29972258300000004,27.072419108,21.050283692000004,25,11.5,55,0,0,5.130488999000001,0.439539744774706,0.16923488,0.605682729,0,1.1676,0.08250000000000002,10.5,1.273,0.18,1.032,2.805,1.7349999999999999,0.247,1.0945,227.14105430462178,1.212,0.06099999999999994
1,12,0.13558980644100285,216.94287287838583,Oreochrysum parryi,0.00737518568872,0,b6,b6a,7.5,CP_B6_CTL_A_5,1.17,0.08,6.1,57.3,6.95,2.03,4.91,0.98,0.76,5.63,1.27,3.36,15.31,2.13,9.47,16.85,1.35,5.97,7.11,5.12,19.7,30.1,12.6,25,80.3,69.9,5.15589276358711,4.94076664845765,0.98702909565458,0.984764402078198,0.873490266524153,0.865218421218692,3.72383205304594,3.6672912833639,180,233,0.945441342138314,0.939135521313908,39.938057,-105.951635,18.48870828983015,183.61101009958776,-0.25,7.75,4,7.211342372066659,2897,138.61101009958776,0,0,0.808936826,1.5418287270000002,72.01848998499996,77.10816500200002,0.100154083,0.29972258300000004,27.072419108,21.050283692000004,25,11.5,55,0,0,5.130488999000001,0.439539744774706,0.16923488,0.605682729,0,1.1676,0.08250000000000002,10.5,1.273,0.18,1.032,2.805,1.7349999999999999,0.247,1.0945,227.14105430462178,1.212,0.06099999999999994
2,11,0.11173052598907585,232.0773768400914,Oreochrysum parryi,0.00895010554320466,0,b6,b6a,7.5,CP_B6_CTL_A_5,1.17,0.08,6.1,57.3,6.95,2.03,4.91,0.98,0.76,5.63,1.27,3.36,15.31,2.13,9.47,16.85,1.35,5.97,7.11,5.12,19.7,30.1,12.6,25,80.3,69.9,5.15589276358711,4.94076664845765,0.98702909565458,0.984764402078198,0.873490266524153,0.865218421218692,3.72383205304594,3.6672912833639,180,233,0.945441342138314,0.939135521313908,39.938057,-105.951635,18.48870828983015,183.61101009958776,-0.25,7.75,4,7.211342372066659,2897,138.61101009958776,0,0,0.808936826,1.5418287270000002,72.01848998499996,77.10816500200002,0.100154083,0.29972258300000004,27.072419108,21.050283692000004,25,11.5,55,0,0,5.130488999000001,0.439539744774706,0.16923488,0.605682729,0,1.1676,0.08250000000000002,10.5,1.273,0.18,1.032,2.805,1.7349999999999999,0.247,1.0945,227.14105430462178,1.212,0.06099999999999994
